userID,placeID,rating,food_rating,service_rating,latitude_user,longitude_user,smoker,drink_level,dress_preference,ambience,transport,marital_status,hijos,birth_year,interest,personality,religion,activity,color,weight,budget,height,latitude_rest,longitude_rest,the_geom_meter,name,address,city,state,zip,alcohol,smoking_area,dress_code,accessibility,price,Rambience,franchise,area,Rcuisine,Rcuisine_restcuisine,age,dist_user_restaurant,match_cuisine,restaurant_popularity,rating_comida_service,preference_ambience_match,smoker_bin,franchise_bin
U1067,132733,1,1,1,23.752269,-99.168605,false,abstemious,no preference,family,public,single,independent,1987,technology,thrifty-protector,Christian,student,green,92,medium,1.73,23.7527071,-99.1625655,0101000020957F0000F2F4110CF28157C1DCFD7C1BA04D4941,Little Cesarz,,ciudad victoria,tamaulipas,,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,t,closed,Mexican,Pizzeria,38,0.006055368845908554,0,10,1.0,perfect match,0.0,1
U1067,132732,1,2,2,23.752269,-99.168605,false,abstemious,no preference,family,public,single,independent,1987,technology,thrifty-protector,Christian,student,green,92,medium,1.73,23.7543569,-99.171288,0101000020957F00008A20E615808157C16272FECBF84F4941,Taqueria EL amigo ,Calle Mezquite Fracc Framboyanes,ciudad victoria,tamaulipas,87018,No_Alcohol_Served,,casual,completely,low,familiar,f,open,Mexican,Mexican,38,0.0033996787215907855,1,8,2.0,perfect match,0.0,0
U1067,132630,1,0,1,23.752269,-99.168605,false,abstemious,no preference,family,public,single,independent,1987,technology,thrifty-protector,Christian,student,green,92,medium,1.73,23.7529305,-99.1644725,0101000020957F000047206572DE8157C1D3315028254E4941,palomo tec,blvrd emilio portes gil,ciudad victoria,tamaulipas,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Mexican,Mexican,38,0.004185109138359615,1,6,0.5,perfect match,0.0,0
U1067,135104,0,0,0,23.752269,-99.168605,false,abstemious,no preference,family,public,single,independent,1987,technology,thrifty-protector,Christian,student,green,92,medium,1.73,23.752982100000004,-99.16843409999998,0101000020957F00007CDF5EAFC58157C1645743B23E4F4941,vips,,,,,Full_Bar,not permitted,informal,completely,medium,familiar,t,closed,Mexican,Mexican,38,0.0007332928610134583,1,7,0.0,perfect match,0.0,1
U1067,132560,1,0,0,23.752269,-99.168605,false,abstemious,no preference,family,public,single,independent,1987,technology,thrifty-protector,Christian,student,green,92,medium,1.73,23.752304100000003,-99.1669133,0101000020957F0000FC60BDA8E88157C1B2C357D6DA4E4941,puesto de gorditas,frente al tecnologico,ciudad victoria,tamaulipas,,No_Alcohol_Served,permitted,informal,no_accessibility,low,familiar,f,open,Mexican,Regional,38,0.001692064094525776,0,4,0.0,perfect match,0.0,0
U1103,132584,1,2,1,23.752265,-99.16859,false,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23.7523648,-99.1652879,0101000020957F000048C65BA7EF8157C177F2344D664E4941,Gorditas Dona Tota,,,,,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,t,closed,Mexican,Mexican,36,0.0033036077930034993,1,6,1.5,compatible,0.0,1
U1103,132732,0,0,2,23.752265,-99.16859,false,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23.7543569,-99.171288,0101000020957F00008A20E615808157C16272FECBF84F4941,Taqueria EL amigo ,Calle Mezquite Fracc Framboyanes,ciudad victoria,tamaulipas,87018,No_Alcohol_Served,,casual,completely,low,familiar,f,open,Mexican,Mexican,36,0.0034139785602798514,1,8,1.0,compatible,0.0,0
U1103,132630,1,2,0,23.752265,-99.16859,false,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23.7529305,-99.1644725,0101000020957F000047206572DE8157C1D3315028254E4941,palomo tec,blvrd emilio portes gil,ciudad victoria,tamaulipas,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Mexican,Mexican,36,0.0041709347273648474,1,6,1.0,compatible,0.0,0
U1103,132613,1,2,2,23.752265,-99.16859,false,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23.7529035,-99.165076,0101000020957F00008EBA2D06DC8157C194E03B7B504E4941,carnitas_mata,lic. Emilio portes gil,ciudad victoria,tamaulipas,,No_Alcohol_Served,permitted,informal,completely,medium,familiar,t,closed,Mexican,Mexican,36,0.0035715372390562427,1,6,2.0,compatible,0.0,1
U1103,132667,1,2,2,23.752265,-99.16859,false,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23.7526973,-99.1633594,0101000020957F00005D67BCDDED8157C1222A2DC8D84D4941,little pizza Emilio Portes Gil,calle emilio portes gil,ciudad victoria,tamaulipas,,No_Alcohol_Served,,informal,completely,low,familiar,t,closed,Mexican,Armenian,36,0.005248434018819087,0,4,2.0,compatible,0.0,1
U1103,135104,1,2,0,23.752265,-99.16859,false,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23.752982100000004,-99.16843409999998,0101000020957F00007CDF5EAFC58157C1645743B23E4F4941,vips,,,,,Full_Bar,not permitted,informal,completely,medium,familiar,t,closed,Mexican,Mexican,36,0.0007338509521743018,1,7,1.0,compatible,0.0,1
U1103,132663,1,0,2,23.752265,-99.16859,false,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23.7525107,-99.1669536,0101000020957F0000FDF8D26EE08157C1FEDB6A1FDB4E4941,tacos abi,,ciudad victoria,tamaulipas,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Mexican,Mexican,36,0.001654742714135122,1,6,1.0,compatible,0.0,0
U1103,132733,1,2,2,23.752265,-99.16859,false,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23.7527071,-99.1625655,0101000020957F0000F2F4110CF28157C1DCFD7C1BA04D4941,Little Cesarz,,ciudad victoria,tamaulipas,,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,t,closed,Mexican,Pizzeria,36,0.006040699682978776,0,10,2.0,compatible,0.0,1
U1107,132660,1,2,1,23.742409,-99.171889,false,abstemious,no preference,friends,car owner,single,independent,1989,variety,hard-worker,Catholic,,blue,87,high,1.79,23.752942800000003,-99.1646791,0101000020957F00003D7905C9DC8157C13FCD1AB7334E4941,carnitas mata calle Emilio Portes Gil,Emilio Portes Gil,ciudad victoria,tamaulipas,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Mexican,,36,0.012764936366860043,0,5,1.5,compatible,0.0,0
U1107,132584,1,2,2,23.742409,-99.171889,false,abstemious,no preference,friends,car owner,single,independent,1989,variety,hard-worker,Catholic,,blue,87,high,1.79,23.7523648,-99.1652879,0101000020957F000048C65BA7EF8157C177F2344D664E4941,Gorditas Dona Tota,,,,,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,t,closed,Mexican,Mexican,36,0.011945395550167865,1,6,2.0,compatible,0.0,1
U1107,132733,1,2,2,23.742409,-99.171889,false,abstemious,no preference,friends,car owner,single,independent,1989,variety,hard-worker,Catholic,,blue,87,high,1.79,23.7527071,-99.1625655,0101000020957F0000F2F4110CF28157C1DCFD7C1BA04D4941,Little Cesarz,,ciudad victoria,tamaulipas,,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,t,closed,Mexican,Pizzeria,36,0.01389167073680773,0,10,2.0,compatible,0.0,1
U1044,135088,1,2,2,18.95298,-99.260789,true,social drinker,informal,family,car owner,married,kids,1969,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73,18.8760113,-99.2198896,0101000020957F0000E14AD4DBC7765AC1F7B33C85B1534A41,Cafeteria cenidet,Interior Internado Palmira SN,cuernavaca,morelos,,No_Alcohol_Served,not permitted,informal,no_accessibility,low,quiet,f,closed,Mexican,Cafeteria,56,0.08716043655266045,0,6,2.0,compatible,1.0,0
U1044,132583,1,2,1,18.95298,-99.260789,true,social drinker,informal,family,car owner,married,kids,1969,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73,18.9222904,-99.234332,0101000020957F0000FBE7171F056F5AC1E8A6C0A5AF554A41,McDonalds Centro,Rayon sn col. Centro,cuernavaca,morelos,62000,No_Alcohol_Served,not permitted,informal,partially,low,familiar,t,closed,Mexican,American,56,0.040519432340055464,0,4,1.5,perfect match,1.0,1
U1070,132608,1,2,1,23.753237,-99.166868,false,casual drinker,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,47,low,1.6,23.7588052,-99.1651297,0101000020957F0000A15C8F5FF78057C1C93CEA9E0A4E4941,Hamburguesas La perica,cd. mier,ciudad victoria,tamaulipas,,No_Alcohol_Served,permitted,informal,completely,low,quiet,t,open,Mexican,Mexican,34,0.005833227076844091,1,6,1.5,no match,0.0,1
U1070,132609,1,1,1,23.753237,-99.166868,false,casual drinker,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,47,low,1.6,23.760268300000003,-99.1658646,0101000020957F0000A478418BBA8057C133851EB22C4E4941,Pollo_Frito_Buenos_Aires,tampico,ciudad victoria,tamaulipas,,No_Alcohol_Served,not permitted,informal,completely,low,quiet,t,closed,Mexican,Fast_Food,34,0.007102534142828418,0,5,1.0,no match,0.0,1
U1070,132613,1,1,0,23.753237,-99.166868,false,casual drinker,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,47,low,1.6,23.7529035,-99.165076,0101000020957F00008EBA2D06DC8157C194E03B7B504E4941,carnitas_mata,lic. Emilio portes gil,ciudad victoria,tamaulipas,,No_Alcohol_Served,permitted,informal,completely,medium,familiar,t,closed,Mexican,Mexican,34,0.0018227688416200636,1,6,0.5,compatible,0.0,1
U1031,132663,0,0,0,23.735698,-99.159851,false,abstemious,informal,solitary,,married,kids,1992,,hard-worker,Catholic,unemployed,white,40,medium,1.6,23.7525107,-99.1669536,0101000020957F0000FDF8D26EE08157C1FEDB6A1FDB4E4941,tacos abi,,ciudad victoria,tamaulipas,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Mexican,Mexican,33,0.018251405645865054,1,6,0.0,compatible,0.0,0
U1031,132665,0,0,0,23.735698,-99.159851,false,abstemious,informal,solitary,,married,kids,1992,,hard-worker,Catholic,unemployed,white,40,medium,1.6,23.7367977,-99.1342413,0101000020957F00007AED0830FC8457C122F85F7B84464941,TACOS CORRECAMINOS,,ciudad victoria,tamaulipas,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Mexican,Mexican,33,0.025633300103190083,1,5,0.0,compatible,0.0,0
U1031,132668,0,0,0,23.735698,-99.159851,false,abstemious,informal,solitary,,married,kids,1992,,hard-worker,Catholic,unemployed,white,40,medium,1.6,23.738212,-99.1519547,0101000020957F000003B195E25F8457C1C535BD04614B4941,TACOS EL GUERO,,ciudad victoria,tamaulipas,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Mexican,Mexican,33,0.008286841961204976,1,3,0.0,compatible,0.0,0
U1082,132630,1,1,1,23.753061,-99.166095,true,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.7529305,-99.1644725,0101000020957F000047206572DE8157C1D3315028254E4941,palomo tec,blvrd emilio portes gil,ciudad victoria,tamaulipas,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Mexican,Mexican,36,0.0016277396904871894,1,6,1.0,compatible,1.0,0
U1023,132715,0,0,0,23.752943,-99.166589,false,casual drinker,informal,friends,car owner,single,independent,1988,,hard-worker,Catholic,student,blue,103,low,1.79,23.732422600000003,-99.1586602,0101000020957F00004609B96F198557C11973490A874D4941,tacos de la estacion,,,,,No_Alcohol_Served,,informal,no_accessibility,low,quiet,f,open,Mexican,Mexican,37,0.021998924646442035,1,4,0.0,no match,0.0,0
U1023,132717,0,0,0,23.752943,-99.166589,false,casual drinker,informal,friends,car owner,single,independent,1988,,hard-worker,Catholic,student,blue,103,low,1.79,23.7318602,-99.1504365,0101000020957F0000B21C3F6C5E8557C188ACCF0A444B4941,tortas hawai,,,,,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed,Mexican,Fast_Food,37,0.026559136132225138,0,3,0.0,compatible,0.0,0
U1082,132613,0,0,0,23.753061,-99.166095,true,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.7529035,-99.165076,0101000020957F00008EBA2D06DC8157C194E03B7B504E4941,carnitas_mata,lic. Emilio portes gil,ciudad victoria,tamaulipas,,No_Alcohol_Served,permitted,informal,completely,medium,familiar,t,closed,Mexican,Mexican,36,0.0010311000193962431,1,6,0.0,compatible,1.0,1
U1082,132594,0,0,0,23.753061,-99.166095,true,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.7521677,-99.165709,0101000020957F00003AE4C6DBF48157C1CE38ECC1864E4941,tacos de barbacoa enfrente del Tec,,,,,No_Alcohol_Served,not permitted,informal,completely,low,familiar,f,open,Mexican,Mexican,36,0.0009731294312626986,1,5,0.0,compatible,1.0,0
U1082,132608,0,0,0,23.753061,-99.166095,true,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.7588052,-99.1651297,0101000020957F0000A15C8F5FF78057C1C93CEA9E0A4E4941,Hamburguesas La perica,cd. mier,ciudad victoria,tamaulipas,,No_Alcohol_Served,permitted,informal,completely,low,quiet,t,open,Mexican,Mexican,36,0.0058247435763331915,1,6,0.0,no match,1.0,1
U1082,132609,0,0,0,23.753061,-99.166095,true,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.760268300000003,-99.1658646,0101000020957F0000A478418BBA8057C133851EB22C4E4941,Pollo_Frito_Buenos_Aires,tampico,ciudad victoria,tamaulipas,,No_Alcohol_Served,not permitted,informal,completely,low,quiet,t,closed,Mexican,Fast_Food,36,0.007210981725816709,0,5,0.0,no match,1.0,1
U1082,132663,0,0,0,23.753061,-99.166095,true,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.7525107,-99.1669536,0101000020957F0000FDF8D26EE08157C1FEDB6A1FDB4E4941,tacos abi,,ciudad victoria,tamaulipas,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Mexican,Mexican,36,0.0010198156941339453,1,6,0.0,compatible,1.0,0
U1082,132560,0,0,0,23.753061,-99.166095,true,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.752304100000003,-99.1669133,0101000020957F0000FC60BDA8E88157C1B2C357D6DA4E4941,puesto de gorditas,frente al tecnologico,ciudad victoria,tamaulipas,,No_Alcohol_Served,permitted,informal,no_accessibility,low,familiar,f,open,Mexican,Regional,36,0.0011146804474838265,0,4,0.0,compatible,1.0,0
U1060,132564,1,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7309245,-99.1451848,0101000020957F0000EA4F00C5A08557C140085474D9494941,churchs,,,,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Burgers,,34,0.020813139957488236,0,4,2.0,perfect match,0.0,0
U1060,132564,1,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7309245,-99.1451848,0101000020957F0000EA4F00C5A08557C140085474D9494941,churchs,,,,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Cafeteria,,34,0.020813139957488236,0,4,2.0,perfect match,0.0,0
U1060,132564,1,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7309245,-99.1451848,0101000020957F0000EA4F00C5A08557C140085474D9494941,churchs,,,,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Pizzeria,,34,0.020813139957488236,0,4,2.0,perfect match,0.0,0
U1060,132564,1,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7309245,-99.1451848,0101000020957F0000EA4F00C5A08557C140085474D9494941,churchs,,,,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Juice,,34,0.020813139957488236,0,4,2.0,perfect match,0.0,0
U1060,132564,1,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7309245,-99.1451848,0101000020957F0000EA4F00C5A08557C140085474D9494941,churchs,,,,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,American,,34,0.020813139957488236,0,4,2.0,perfect match,0.0,0
U1060,132564,1,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7309245,-99.1451848,0101000020957F0000EA4F00C5A08557C140085474D9494941,churchs,,,,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Tex-Mex,,34,0.020813139957488236,0,4,2.0,perfect match,0.0,0
U1060,132564,1,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7309245,-99.1451848,0101000020957F0000EA4F00C5A08557C140085474D9494941,churchs,,,,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Spanish,,34,0.020813139957488236,0,4,2.0,perfect match,0.0,0
U1060,132564,1,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7309245,-99.1451848,0101000020957F0000EA4F00C5A08557C140085474D9494941,churchs,,,,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Mexican,,34,0.020813139957488236,0,4,2.0,perfect match,0.0,0
U1060,132564,1,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7309245,-99.1451848,0101000020957F0000EA4F00C5A08557C140085474D9494941,churchs,,,,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Fast_Food,,34,0.020813139957488236,0,4,2.0,perfect match,0.0,0
U1060,132564,1,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7309245,-99.1451848,0101000020957F0000EA4F00C5A08557C140085474D9494941,churchs,,,,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Cafe-Coffee_Shop,,34,0.020813139957488236,0,4,2.0,perfect match,0.0,0
U1060,132564,1,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7309245,-99.1451848,0101000020957F0000EA4F00C5A08557C140085474D9494941,churchs,,,,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Soup,,34,0.020813139957488236,0,4,2.0,perfect match,0.0,0
U1060,132564,1,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7309245,-99.1451848,0101000020957F0000EA4F00C5A08557C140085474D9494941,churchs,,,,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Hot_Dogs,,34,0.020813139957488236,0,4,2.0,perfect match,0.0,0
U1060,132564,1,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7309245,-99.1451848,0101000020957F0000EA4F00C5A08557C140085474D9494941,churchs,,,,,No_Alcohol_Served,,informal,completely,low,familiar,f,closed,Italian,,34,0.020813139957488236,0,4,2.0,perfect match,0.0,0
U1060,132717,1,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7318602,-99.1504365,0101000020957F0000B21C3F6C5E8557C188ACCF0A444B4941,tortas hawai,,,,,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed,Burgers,Fast_Food,34,0.01863653103691652,0,3,2.0,perfect match,0.0,0
U1060,132717,1,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7318602,-99.1504365,0101000020957F0000B21C3F6C5E8557C188ACCF0A444B4941,tortas hawai,,,,,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed,Cafeteria,Fast_Food,34,0.01863653103691652,0,3,2.0,perfect match,0.0,0
U1060,132717,1,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7318602,-99.1504365,0101000020957F0000B21C3F6C5E8557C188ACCF0A444B4941,tortas hawai,,,,,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed,Pizzeria,Fast_Food,34,0.01863653103691652,0,3,2.0,perfect match,0.0,0
U1060,132717,1,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7318602,-99.1504365,0101000020957F0000B21C3F6C5E8557C188ACCF0A444B4941,tortas hawai,,,,,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed,Juice,Fast_Food,34,0.01863653103691652,0,3,2.0,perfect match,0.0,0
U1060,132717,1,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7318602,-99.1504365,0101000020957F0000B21C3F6C5E8557C188ACCF0A444B4941,tortas hawai,,,,,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed,American,Fast_Food,34,0.01863653103691652,0,3,2.0,perfect match,0.0,0
U1060,132717,1,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7318602,-99.1504365,0101000020957F0000B21C3F6C5E8557C188ACCF0A444B4941,tortas hawai,,,,,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed,Tex-Mex,Fast_Food,34,0.01863653103691652,0,3,2.0,perfect match,0.0,0
U1060,132717,1,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7318602,-99.1504365,0101000020957F0000B21C3F6C5E8557C188ACCF0A444B4941,tortas hawai,,,,,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed,Spanish,Fast_Food,34,0.01863653103691652,0,3,2.0,perfect match,0.0,0
